limit_saver,protect_business,avg_revenue,load_factor,avg_spoilage,avg_denied_business,avg_denied_flex
82,14,37299.01866666666,0.87792,21.9744,0.6387,0.09623333333333334
82,16,37310.280666666666,0.8778750000000001,21.9825,0.6015666666666667,0.14146666666666666
82,18,37322.86866666667,0.8777816666666667,21.9993,0.5544666666666667,0.20536666666666667
82,20,37334.806,0.8776098148148148,22.03023333333333,0.49896666666666667,0.2918
82,22,37344.01933333333,0.8773246296296295,22.081566666666667,0.4363,0.4058
82,24,37345.93,0.8768531481481481,22.166433333333334,0.3697,0.5572666666666667
82,26,37337.861333333334,0.8761474074074075,22.293466666666667,0.30036666666666667,0.7536333333333334
82,28,37314.658,0.8751364814814815,22.475433333333335,0.2334,1.0025666666666666
82,30,37270.91066666667,0.8737388888888888,22.727,0.17323333333333332,1.3143
82,32,37202.008,0.8718714814814815,23.063133333333333,0.12186666666666666,1.7018
82,34,37104.554,0.8694909259259259,23.491633333333333,0.0831,2.1690666666666667
82,36,36978.87733333333,0.866572962962963,24.016866666666665,0.052866666666666666,2.7245333333333335
82,38,36821.91733333333,0.863052962962963,24.650466666666667,0.031266666666666665,3.3797333333333333
82,40,36632.08,0.8588881481481481,25.400133333333333,0.017166666666666667,4.1435
84,0,37378.98733333333,0.887802037037037,20.195633333333333,0.9299333333333333,0.009566666666666666
84,2,37380.53533333333,0.887802037037037,20.195633333333333,0.9256333333333333,0.013866666666666666
84,4,37382.83933333333,0.887802037037037,20.195633333333333,0.9192333333333333,0.020266666666666665
84,6,37386.192,0.8878011111111112,20.1958,0.9098,0.029866666666666666
84,8,37390.992,0.8877977777777777,20.1964,0.8960333333333333,0.04423333333333333
84,10,37397.844,0.8877911111111112,20.1976,0.8761333333333333,0.06533333333333333
84,12,37407.52133333333,0.8877781481481483,20.199933333333334,0.8475666666666667,0.09623333333333334
84,14,37420.354,0.8877472222222222,20.2055,0.8079,0.14146666666666666
84,16,37436.24866666667,0.8876835185185185,20.216966666666668,0.7554666666666666,0.20536666666666667
84,18,37452.85666666667,0.8875535185185186,20.240366666666667,0.6924333333333333,0.2918
84,20,37468.828,0.887328888888889,20.2808,0.6188666666666667,0.4058
84,22,37480.65866666667,0.8869462962962962,20.349666666666668,0.5362666666666667,0.5572666666666667
84,24,37482.944,0.8863333333333333,20.46,0.4502333333333333,0.7536333333333334
84,26,37472.905333333336,0.8854403703703704,20.620733333333334,0.3620333333333333,1.0025666666666666
84,28,37443.25266666667,0.8841690740740741,20.849566666666668,0.27913333333333334,1.3143
84,30,37389.00266666667,0.8824329629629629,21.162066666666668,0.20413333333333333,1.7018
84,32,37305.51933333333,0.8801775925925925,21.568033333333332,0.14283333333333334,2.1690666666666667
84,34,37189.866,0.8773494444444444,22.0771,0.09643333333333333,2.7245333333333335
84,36,37041.71,0.8739083333333334,22.6965,0.06063333333333333,3.3797333333333333
84,38,36858.32066666667,0.8698012962962963,23.435766666666666,0.03613333333333334,4.1435
84,40,36642.14466666667,0.8650524074074073,24.290566666666667,0.019266666666666668,5.0151666666666666
86,0,37457.585333333336,0.8973622222222223,18.4748,1.1845333333333334,0.013866666666666666
86,2,37459.88933333333,0.8973622222222223,18.4748,1.1781333333333333,0.020266666666666665
86,4,37463.32466666667,0.8973620370370371,18.474833333333333,1.1685666666666668,0.029866666666666666
86,6,37468.29,0.8973601851851852,18.475166666666667,1.1545333333333334,0.04423333333333333
86,8,37475.369333333336,0.8973555555555556,18.476,1.1342666666666668,0.06533333333333333
86,10,37485.46,0.8973462962962964,18.477666666666668,1.1050333333333333,0.09623333333333334
86,12,37499.65666666667,0.8973275925925926,18.481033333333333,1.0631666666666666,0.14146666666666666
86,14,37517.742,0.8972835185185185,18.488966666666666,1.0072,0.20536666666666667
86,16,37538.814,0.8971935185185185,18.505166666666668,0.9369666666666666,0.2918
86,18,37560.758,0.8970224074074074,18.535966666666667,0.8537666666666667,0.4058
86,20,37581.806,0.8967224074074074,18.589966666666665,0.7563,0.5572666666666667
86,22,37596.698,0.8962224074074073,18.679966666666665,0.6499333333333334,0.7536333333333334
86,24,37599.80333333334,0.8954472222222222,18.8195,0.5405333333333333,1.0025666666666666
86,26,37586.539333333334,0.8943227777777778,19.0219,0.4312,1.3143
86,28,37549.897333333334,0.8927444444444443,19.306,0.3278,1.7018
86,30,37484.12533333333,0.8906477777777777,19.6834,0.23793333333333333,2.1690666666666667
86,32,37384.84,0.8879662962962963,20.166066666666666,0.16513333333333333,2.7245333333333335
86,34,37248.73266666666,0.8846331481481482,20.766033333333333,0.1099,3.3797333333333333
86,36,37075.511333333336,0.8806172222222222,21.4889,0.069,4.1435
86,38,36866.58933333333,0.8759333333333333,22.332,0.040433333333333335,5.0151666666666666
86,40,36621.649333333335,0.870551111111111,23.3008,0.021133333333333334,6.003266666666667
88,0,37504.036,0.9066112962962963,16.809966666666668,1.4894,0.020266666666666665
88,2,37507.471333333335,0.9066111111111111,16.81,1.4798333333333333,0.029866666666666666
